file_path,Auth,Image,WebUI,best_module,best_likelihood
teastore\services\tools.descartes.teastore.auth\src\main\java\tools\descartes\teastore\auth\security\ISecurityProvider.java,94.63037109375,0.0,2.004300355911255,Auth,94.63037109375
teastore\utilities\tools.descartes.teastore.registryclient\src\main\java\tools\descartes\teastore\registryclient\util\RESTClient.java,22.470924377441406,0.0,2.607372522354126,Auth,22.470924377441406
teastore\services\tools.descartes.teastore.image\src\main\java\tools\descartes\teastore\image\storage\rules\StoreLargeImages.java,0.0,69.99807739257812,7.480622291564941,Image,69.99807739257812
teastore\services\tools.descartes.teastore.recommender\src\test\java\tools\descartes\teastore\recommender\algorithm\AbstractRecommenderTest.java,4.663074493408203,0.16276001930236816,2.4408857822418213,Auth,4.663074493408203
teastore\services\tools.descartes.teastore.auth\src\test\java\tools\descartes\teastore\auth\security\ConstantKeyProviderTest.java,90.959228515625,0.0,2.0042929649353027,Auth,90.959228515625
teastore\services\tools.descartes.teastore.image\src\main\java\tools\descartes\teastore\image\cache\entry\SimpleEntry.java,0.0,69.11210632324219,5.073784828186035,Image,69.11210632324219
teastore\services\tools.descartes.teastore.webui\src\main\java\tools\descartes\teastore\webui\servlet\CartActionServlet.java,1.0,4.577050685882568,86.11112976074219,WebUI,86.11112976074219
teastore\utilities\tools.descartes.teastore.registryclient\src\main\java\tools\descartes\teastore\registryclient\StartupCallback.java,0.0,0.0,2.0043840408325195,WebUI,2.0043840408325195
teastore\services\tools.descartes.teastore.image\src\test\java\tools\descartes\teastore\image\cache\TestLeastFrequentlyUsed.java,20.03771209716797,63.42563247680664,4.717645645141602,Image,63.42563247680664
teastore\utilities\tools.descartes.teastore.registryclient\src\main\java\tools\descartes\teastore\registryclient\rest\TrackingFilter.java,28.643932342529297,4.442601680755615,92.5787353515625,WebUI,92.5787353515625
teastore\services\tools.descartes.teastore.webui\src\main\java\tools\descartes\teastore\webui\servlet\ProfileServlet.java,3.9060564041137695,41.03015899658203,116.29452514648438,WebUI,116.29452514648438
teastore\services\tools.descartes.teastore.recommender\src\main\java\tools\descartes\teastore\recommender\algorithm\impl\cf\SlopeOneRecommender.java,19.475589752197266,1.5677504539489746,3.900815725326538,Auth,19.475589752197266
teastore\services\tools.descartes.teastore.image\src\test\java\tools\descartes\teastore\image\cache\entry\TestAbstractEntry.java,40.89501190185547,64.74188995361328,4.800081729888916,Image,64.74188995361328
teastore\services\tools.descartes.teastore.recommender\src\main\java\tools\descartes\teastore\recommender\algorithm\impl\UseFallBackException.java,0.0,1.7025526762008667,2.004338026046753,WebUI,2.004338026046753
teastore\utilities\tools.descartes.teastore.kieker.rabbitmq\src\main\java\tools\descartes\teastore\kieker\rabbitmq\LogConsumer.java,12.428177833557129,2.4981484413146973,2.3102948665618896,Auth,12.428177833557129
teastore\services\tools.descartes.teastore.persistence\src\main\java\tools\descartes\teastore\persistence\rest\UserEndpoint.java,25.672401428222656,5.581061840057373,6.953055381774902,Auth,25.672401428222656
teastore\services\tools.descartes.teastore.image\src\main\java\tools\descartes\teastore\image\cache\LeastRecentlyUsed.java,0.0,68.38231658935547,4.902820110321045,Image,68.38231658935547
teastore\services\tools.descartes.teastore.image\src\main\java\tools\descartes\teastore\image\ImageDBKey.java,0.0,72.274169921875,40.05955123901367,Image,72.274169921875
teastore\services\tools.descartes.teastore.recommender\src\main\java\tools\descartes\teastore\recommender\servlet\RetrainDaemon.java,0.0,0.0,3.4537174701690674,WebUI,3.4537174701690674
teastore\services\tools.descartes.teastore.image\src\test\java\tools\descartes\teastore\image\storage\TestDriveStorage.java,0.0,69.87296295166016,5.121436595916748,Image,69.87296295166016
teastore\services\tools.descartes.teastore.webui\src\main\java\tools\descartes\teastore\webui\startup\WebuiStartup.java,73.93315124511719,62.46575164794922,108.21090698242188,WebUI,108.21090698242188
teastore\services\tools.descartes.teastore.webui\src\main\java\tools\descartes\teastore\webui\servlet\DataBaseActionServlet.java,40.38705062866211,68.79886627197266,103.27800750732422,WebUI,103.27800750732422
teastore\services\tools.descartes.teastore.image\src\test\java\tools\descartes\teastore\image\cache\entry\TestSimpleEntry.java,16.571325302124023,68.43950653076172,5.031660079956055,Image,68.43950653076172
teastore\utilities\tools.descartes.teastore.registryclient\src\main\java\tools\descartes\teastore\registryclient\loadbalancers\ServiceLoadBalancer.java,8.060871124267578,0.4685218930244446,6.166569232940674,Auth,8.060871124267578
teastore\services\tools.descartes.teastore.image\src\test\java\tools\descartes\teastore\image\storage\TestNoStorage.java,19.7141056060791,71.46979522705078,5.220812797546387,Image,71.46979522705078
teastore\services\tools.descartes.teastore.persistence\src\test\java\tools\descartes\teastore\persistence\RegistrationDaemon.java,0.0,0.0,2.962289333343506,WebUI,2.962289333343506
teastore\services\tools.descartes.teastore.image\src\main\java\tools\descartes\teastore\image\setup\StorageMode.java,0.0,68.33004760742188,6.147469520568848,Image,68.33004760742188
teastore\services\tools.descartes.teastore.webui\src\main\java\tools\descartes\teastore\webui\servlet\OrderServlet.java,0.0,40.45946502685547,118.5770263671875,WebUI,118.5770263671875
teastore\services\tools.descartes.teastore.recommender\src\test\java\tools\descartes\teastore\recommender\algorithm\OrderBasedRecommenderTest.java,0.0,0.0,2.0031793117523193,WebUI,2.0031793117523193
teastore\interfaces\tools.descartes.teastore.entities\src\main\java\tools\descartes\teastore\entities\User.java,5.608471870422363,2.427812099456787,2.003758668899536,Auth,5.608471870422363
teastore\services\tools.descartes.teastore.image\src\main\java\tools\descartes\teastore\image\ImageScaler.java,1.8862073421478271,73.0969009399414,7.464502811431885,Image,73.0969009399414
teastore\services\tools.descartes.teastore.auth\src\main\java\tools\descartes\teastore\auth\security\IKeyProvider.java,91.73226928710938,0.0,2.0043532848358154,Auth,91.73226928710938
teastore\services\tools.descartes.teastore.image\src\main\java\tools\descartes\teastore\image\setup\StorageRule.java,0.0,88.60491943359375,8.294320106506348,Image,88.60491943359375
teastore\services\tools.descartes.teastore.webui\src\main\java\tools\descartes\teastore\webui\servlet\DataBaseServlet.java,0.0,40.68190383911133,125.03575134277344,WebUI,125.03575134277344
teastore\interfaces\tools.descartes.teastore.entities\src\main\java\tools\descartes\teastore\entities\Category.java,0.0,5.617149829864502,2.4443023204803467,Image,5.617149829864502
teastore\services\tools.descartes.teastore.image\src\test\java\tools\descartes\teastore\image\cache\rules\TestCacheAll.java,18.03826141357422,68.7164077758789,6.446151256561279,Image,68.7164077758789
teastore\services\tools.descartes.teastore.persistence\src\main\java\tools\descartes\teastore\persistence\repository\CacheManager.java,26.507671356201172,0.0,3.6187868118286133,Auth,26.507671356201172
teastore\services\tools.descartes.teastore.image\src\main\java\tools\descartes\teastore\image\setup\ImageCreator.java,0.37385955452919006,64.54020690917969,6.102743148803711,Image,64.54020690917969
teastore\services\tools.descartes.teastore.registry\src\main\java\tools\descartes\teastore\registry\rest\Registry.java,13.793352127075195,3.702232599258423,3.5597121715545654,Auth,13.793352127075195
teastore\services\tools.descartes.teastore.image\src\main\java\tools\descartes\teastore\image\cache\FirstInFirstOut.java,0.0,69.7936782836914,4.991212844848633,Image,69.7936782836914
teastore\services\tools.descartes.teastore.recommender\src\test\java\tools\descartes\teastore\recommender\algorithm\DummyRecommenderTest.java,0.0,0.0,2.0039758682250977,WebUI,2.0039758682250977
teastore\services\tools.descartes.teastore.persistence\src\main\java\tools\descartes\teastore\persistence\domain\CategoryRepository.java,0.0,2.1127266883850098,2.003852128982544,Image,2.1127266883850098
teastore\services\tools.descartes.teastore.registry\src\main\java\tools\descartes\teastore\registry\rest\HeartbeatInfo.java,0.0,0.0,3.0042781829833984,WebUI,3.0042781829833984
teastore\utilities\tools.descartes.teastore.registryclient\src\main\java\tools\descartes\teastore\registryclient\util\NotFoundException.java,0.0,0.0,2.004345655441284,WebUI,2.004345655441284
teastore\utilities\tools.descartes.teastore.registryclient\src\main\java\tools\descartes\teastore\registryclient\rest\CharResponseWrapper.java,0.0,0.0,2.0041489601135254,WebUI,2.0041489601135254
teastore\services\tools.descartes.teastore.image\src\main\java\tools\descartes\teastore\image\cache\entry\AbstractEntry.java,0.0,66.7567138671875,4.890829563140869,Image,66.7567138671875
teastore\services\tools.descartes.teastore.persistence\src\test\java\tools\descartes\teastore\persistence\RepositoryTest.java,2.7771620750427246,3.80961275100708,2.330714464187622,Image,3.80961275100708
teastore\services\tools.descartes.teastore.image\src\main\java\tools\descartes\teastore\image\setup\CreatorFactory.java,14.082959175109863,106.63177490234375,8.87387466430664,Image,106.63177490234375
teastore\utilities\tools.descartes.teastore.kieker.probes\src\main\java\tools\descartes\teastore\kieker\probes\records\OperationExecutionWithParametersRecord.java,4.230462074279785,2.254746913909912,2.4416658878326416,Auth,4.230462074279785
teastore\services\tools.descartes.teastore.recommender\src\main\java\tools\descartes\teastore\recommender\servlet\IndexServlet.java,0.0,0.4890136420726776,3.4271302223205566,WebUI,3.4271302223205566
teastore\services\tools.descartes.teastore.image\src\main\java\tools\descartes\teastore\image\storage\IDataStorage.java,0.0,71.15763092041016,5.059550762176514,Image,71.15763092041016
teastore\utilities\tools.descartes.teastore.registryclient\src\main\java\tools\descartes\teastore\registryclient\RegistryClientHeartbeatDaemon.java,0.0,0.0,2.0042197704315186,WebUI,2.0042197704315186
teastore\services\tools.descartes.teastore.recommender\src\main\java\tools\descartes\teastore\recommender\algorithm\RecommenderSelector.java,27.613054275512695,0.0,7.225337028503418,Auth,27.613054275512695
teastore\services\tools.descartes.teastore.image\src\test\java\tools\descartes\teastore\image\cache\entry\AbstractEntryWrapper.java,0.0,69.28463745117188,5.084590435028076,Image,69.28463745117188
teastore\services\tools.descartes.teastore.image\src\main\java\tools\descartes\teastore\image\storage\NoStorage.java,0.0,70.80445098876953,5.038561820983887,Image,70.80445098876953
teastore\services\tools.descartes.teastore.image\src\test\java\tools\descartes\teastore\image\cache\entry\TestTimedEntry.java,19.359426498413086,67.37722778320312,5.965130805969238,Image,67.37722778320312
teastore\utilities\tools.descartes.teastore.kieker.rabbitmq\src\main\java\tools\descartes\teastore\kieker\rabbitmq\FileWriterDaemon.java,0.0,0.0,3.516216993331909,WebUI,3.516216993331909
teastore\services\tools.descartes.teastore.recommender\src\main\java\tools\descartes\teastore\recommender\servlet\RecommenderStartup.java,0.5834982395172119,0.8752474784851074,4.064123630523682,WebUI,4.064123630523682
teastore\utilities\tools.descartes.teastore.registryclient\src\main\java\tools\descartes\teastore\registryclient\rest\RestUtil.java,66.95246124267578,2.6924829483032227,6.3310322761535645,Auth,66.95246124267578
teastore\services\tools.descartes.teastore.persistence\src\main\java\tools\descartes\teastore\persistence\rest\ProductEndpoint.java,22.174036026000977,6.893446922302246,6.429932594299316,Auth,22.174036026000977
teastore\utilities\tools.descartes.teastore.registryclient\src\main\java\tools\descartes\teastore\registryclient\loadbalancers\LoadBalancerUpdaterDaemon.java,0.0,0.0,2.0042929649353027,WebUI,2.0042929649353027
